AAPL;JPM;MSFT
Date,Open,High,Low,Close,Adj Close,Volume;Date,Open,High,Low,Close,Adj Close,Volume;Date,Open,High,Low,Close,Adj Close,Volume
2020-01-09,76.809998,77.607498,76.550003,77.407501,76.630219,170108400;2020-01-09,138.050003,138.229996,137.039993,137.440002,132.520844,9469000;2020-01-09,161.839996,162.220001,161.029999,162.089996,160.022308,21385000
2020-01-10,77.650002,78.167503,77.062500,77.582497,76.803459,140644800;2020-01-10,137.210007,137.250000,135.809998,136.070007,131.199890,10190900;2020-01-10,162.820007,163.220001,161.179993,161.339996,159.281876,20725900
2020-01-13,77.910004,79.267502,77.787498,79.239998,78.444321,121532000;2020-01-13,136.190002,137.199997,135.759995,137.199997,132.289413,12355200;2020-01-13,161.759995,163.309998,161.259995,163.279999,161.197144,21626500
2020-01-14,79.175003,79.392502,78.042503,78.169998,77.385063,161954400;2020-01-14,137.940002,140.759995,137.690002,138.800003,133.832184,24906000;2020-01-14,163.389999,163.600006,161.720001,162.130005,160.061798,23477400
2020-01-15,77.962502,78.875000,77.387497,77.834999,77.053429,121923600;2020-01-15,137.850006,138.600006,136.149994,136.720001,131.826599,16293400;2020-01-15,162.619995,163.940002,162.570007,163.179993,161.098419,21417900
2020-01-16,78.397499,78.925003,78.022499,78.809998,78.018631,108829200;2020-01-16,137.449997,137.899994,136.839996,137.250000,132.337631,10783800;2020-01-16,164.350006,166.240005,164.029999,166.169998,164.050278,23865400
2020-01-17,79.067497,79.684998,78.750000,79.682503,78.882370,137816400;2020-01-17,137.539993,138.289993,137.320007,138.199997,133.253632,14697700;2020-01-17,167.419998,167.470001,165.429993,167.100006,164.968430,34371700
2020-01-21,79.297501,79.754997,79.000000,79.142502,78.347801,110843200;2020-01-21,137.190002,138.070007,136.690002,136.839996,131.942307,8474200;2020-01-21,166.679993,168.190002,166.429993,166.500000,164.376068,29517200
2020-01-22,79.644997,79.997498,79.327499,79.425003,78.627464,101832400;2020-01-22,137.240005,137.399994,136.380005,136.679993,131.788025,7549100;2020-01-22,167.399994,167.490005,165.679993,165.699997,163.586273,24138800
2020-01-23,79.480003,79.889999,78.912498,79.807503,79.006119,104472000;2020-01-23,135.710007,136.740005,134.720001,136.539993,131.653046,9345700;2020-01-23,166.190002,166.800003,165.270004,166.720001,164.593262,19680800
2020-01-24,80.062500,80.832497,79.379997,79.577499,78.778435,146537600;2020-01-24,136.369995,136.429993,132.320007,133.149994,128.384384,15166400;2020-01-24,167.509995,167.529999,164.449997,165.039993,162.934692,24918100
2020-01-27,77.514999,77.942497,76.220001,77.237503,76.461929,161940000;2020-01-27,130.270004,132.940002,129.710007,132.029999,127.304466,12860500;2020-01-27,161.149994,163.380005,160.199997,162.279999,160.209885,32078100
2020-01-28,78.150002,79.599998,78.047501,79.422501,78.624992,162234000;2020-01-28,132.839996,134.970001,132.479996,134.429993,129.618561,13062800;2020-01-28,163.779999,165.759995,163.070007,165.460007,163.349350,24899900
2020-01-29,81.112503,81.962502,80.345001,81.084999,80.270790,216229200;2020-01-29,134.809998,135.539993,133.690002,134.229996,129.425720,9326000;2020-01-29,167.839996,168.750000,165.690002,168.039993,165.896423,34754500
2020-01-30,80.135002,81.022499,79.687500,80.967499,80.154472,126743200;2020-01-30,132.690002,136.130005,132.690002,135.889999,131.026306,9048900;2020-01-30,174.050003,174.050003,170.789993,172.779999,170.575958,51597500
2020-01-31,80.232498,80.669998,77.072502,77.377502,76.600517,199588400;2020-01-31,134.490005,134.830002,131.470001,132.360001,127.622650,12785200;2020-01-31,172.210007,172.399994,169.580002,170.229996,168.058472,36142700
2020-02-03,76.074997,78.372498,75.555000,77.165001,76.390160,173985600;2020-02-03,132.660004,134.240005,132.660004,133.369995,128.596497,10021100;2020-02-03,170.429993,174.500000,170.399994,174.380005,172.155548,30149100
2020-02-04,78.827499,79.910004,78.407501,79.712502,78.912079,136616400;2020-02-04,135.550003,136.600006,135.080002,135.289993,130.447769,9157100;2020-02-04,177.139999,180.639999,176.309998,180.119995,177.822327,36433300
2020-02-05,80.879997,81.190002,79.737503,80.362503,79.555550,118826800;2020-02-05,136.570007,137.729996,136.009995,137.589996,132.665466,10150700;2020-02-05,184.029999,184.199997,178.410004,179.899994,177.605148,39186300
2020-02-06,80.642502,81.305000,80.065002,81.302498,80.486107,105425600;2020-02-06,138.240005,138.289993,137.110001,137.610001,132.684738,8992300;2020-02-06,180.970001,183.820007,180.059998,183.630005,181.287552,27751400
2020-02-07,80.592499,80.849998,79.500000,80.007500,79.392090,117684000;2020-02-07,136.729996,137.669998,136.300003,137.169998,132.260483,6379800;2020-02-07,182.850006,185.630005,182.479996,183.889999,181.544250,33529100
2020-02-10,78.544998,80.387497,78.462502,80.387497,79.769165,109348800;2020-02-10,136.949997,137.850006,136.750000,137.740005,132.810089,5960700;2020-02-10,183.580002,188.839996,183.250000,188.699997,186.292862,35844300
2020-02-11,80.900002,80.974998,79.677498,79.902496,79.287888,94323200;2020-02-11,138.259995,138.820007,137.779999,138.000000,133.060791,6578600;2020-02-11,190.649994,190.699997,183.500000,184.440002,182.087234,53159900
2020-02-12,80.367500,81.805000,80.367500,81.800003,81.170799,113730400;2020-02-12,138.600006,139.289993,137.800003,138.000000,133.060791,7958000;2020-02-12,185.580002,185.850006,181.850006,184.710007,182.353775,47062900
2020-02-13,81.047501,81.555000,80.837502,81.217499,80.592773,94747600;2020-02-13,137.750000,138.339996,136.399994,137.880005,132.945084,7447500;2020-02-13,183.080002,186.229996,182.869995,183.710007,181.366547,35295800
2020-02-14,81.184998,81.495003,80.712502,81.237503,80.612625,80113600;2020-02-14,137.839996,138.190002,136.940002,137.460007,132.540131,6627600;2020-02-14,183.250000,185.410004,182.649994,185.350006,182.985611,23149500
2020-02-18,78.839996,79.937500,78.652496,79.750000,79.136566,152531200;2020-02-18,137.339996,137.710007,135.050003,135.639999,130.785248,8996400;2020-02-18,185.610001,187.699997,185.500000,187.229996,184.841644,27792200
2020-02-19,80.000000,81.142502,80.000000,80.904999,80.282684,93984000;2020-02-19,136.910004,138.389999,136.339996,137.490005,132.569046,7071200;2020-02-19,188.059998,188.179993,186.470001,187.279999,185.395981,29997500
2020-02-20,80.657501,81.162498,79.552498,80.074997,79.459068,100566000;2020-02-20,137.169998,138.360001,136.529999,137.490005,132.569046,7422800;2020-02-20,186.949997,187.250000,181.100006,184.419998,182.564758,36862400
2020-02-21,79.654999,80.112503,77.625000,78.262497,77.660507,129554000;2020-02-21,136.550003,136.919998,134.919998,135.809998,130.949188,9772800;2020-02-21,183.169998,183.500000,177.250000,178.589996,176.793411,48572600
2020-02-24,74.315002,76.044998,72.307503,74.544998,73.971603,222195200;2020-02-24,131.440002,133.199997,130.800003,132.160004,127.429817,13618400;2020-02-24,167.770004,174.550003,163.229996,170.889999,169.170883,68311100
2020-02-25,75.237503,75.632500,71.532501,72.019997,71.466019,230673600;2020-02-25,131.000000,132.229996,125.589996,126.260002,121.740990,20797200;2020-02-25,174.199997,174.839996,167.649994,168.070007,166.379257,68073300
2020-02-26,71.632500,74.470001,71.625000,73.162498,72.599739,198054800;2020-02-26,126.930000,128.949997,126.339996,126.639999,122.107384,24825600;2020-02-26,169.710007,173.259995,168.210007,170.169998,168.458115,56206100
2020-02-27,70.275002,71.500000,68.239998,68.379997,67.854019,320605600;2020-02-27,122.910004,125.620003,121.300003,121.370003,117.026009,23005500;2020-02-27,163.320007,167.029999,157.979996,158.179993,156.588730,93174900
2020-02-28,64.315002,69.602501,64.092499,68.339996,67.814331,426884800;2020-02-28,117.519997,118.489998,112.660004,116.110001,111.954262,45942600;2020-02-28,152.410004,163.710007,152.000000,162.009995,160.380188,97073600
2020-03-02,70.570000,75.360001,69.430000,74.702499,74.127892,341397200;2020-03-02,116.629997,121.580002,114.459999,121.519997,117.170624,27355400;2020-03-02,165.309998,172.919998,162.309998,172.789993,171.051773,71030800
2020-03-03,75.917503,76.000000,71.449997,72.330002,71.773636,319475600;2020-03-03,120.970001,122.949997,116.239998,116.959999,112.773842,32547700;2020-03-03,173.800003,175.000000,162.259995,164.509995,162.855057,71677000
2020-03-04,74.110001,75.849998,73.282501,75.684998,75.102829,219178400;2020-03-04,118.330002,120.190002,114.699997,119.849998,115.560410,25795900;2020-03-04,168.490005,170.699997,165.619995,170.550003,168.834290,49814400
2020-03-05,73.879997,74.887497,72.852501,73.230003,72.666725,187572800;2020-03-05,115.669998,116.430000,112.580002,113.970001,109.890862,25025600;2020-03-05,166.050003,170.869995,165.690002,166.270004,164.597351,47817300
2020-03-06,70.500000,72.705002,70.307503,72.257500,71.701706,226176800;2020-03-06,106.260002,110.320000,105.019997,108.080002,104.211670,38159400;2020-03-06,162.610001,163.110001,156.000000,161.570007,159.944641,72821100
2020-03-09,65.937500,69.522499,65.750000,66.542503,66.030655,286744800;2020-03-09,96.570000,99.230003,93.000000,93.440002,90.095650,40352000;2020-03-09,151.000000,157.750000,150.000000,150.619995,149.104797,70419300
2020-03-10,69.285004,71.610001,67.342499,71.334999,70.786301,285290000;2020-03-10,99.000000,101.279999,94.580002,100.699997,97.095795,31102700;2020-03-10,158.160004,161.029999,152.580002,160.919998,159.301178,65354400
2020-03-11,69.347504,70.305000,67.964996,68.857498,68.327858,255598800;2020-03-11,97.699997,100.050003,94.550003,95.959999,92.525459,38127000;2020-03-11,157.130005,157.699997,151.149994,153.630005,152.084518,56371600
2020-03-12,63.985001,67.500000,62.000000,62.057499,61.580158,418474000;2020-03-12,89.589996,96.959999,86.320000,88.050003,84.898575,49725200;2020-03-12,145.300003,153.470001,138.580002,139.059998,137.661087,93226400
2020-03-13,66.222504,69.980003,63.237499,69.492500,68.957970,370732000;2020-03-13,95.989998,103.989998,92.000000,103.910004,100.190918,38543300;2020-03-13,147.500000,161.910004,140.729996,158.830002,157.232208,92727400
2020-03-16,60.487499,64.769997,60.000000,60.552502,60.086731,322423600;2020-03-16,85.199997,93.980003,84.550003,88.360001,85.197472,38589700;2020-03-16,140.000000,149.350006,135.000000,135.419998,134.057693,87905900
2020-03-17,61.877499,64.402496,59.599998,63.215000,62.728752,324056000;2020-03-17,90.889999,97.440002,87.500000,93.760002,90.404205,35239800;2020-03-17,140.000000,147.500000,135.000000,146.570007,145.095551,81059800
2020-03-18,59.942501,62.500000,59.279999,61.667500,61.193157,300233600;2020-03-18,87.669998,90.790001,80.360001,83.889999,80.887466,41525600;2020-03-18,138.000000,146.000000,135.020004,140.399994,138.987595,81593200
2020-03-19,61.847500,63.209999,60.652500,61.195000,60.724293,271857200;2020-03-19,81.559998,88.110001,76.910004,85.300003,82.246994,32175100;2020-03-19,142.770004,150.149994,139.000000,142.710007,141.274368,85922700
2020-03-20,61.794998,62.957500,57.000000,57.310001,56.869179,401693200;2020-03-20,86.300003,89.459999,82.480003,83.500000,80.511421,30150800;2020-03-20,146.000000,147.100006,135.860001,137.350006,135.968292,84866200
2020-03-23,57.020000,57.125000,53.152500,56.092499,55.661041,336752800;2020-03-23,82.680000,83.750000,78.089996,79.029999,76.201401,32536600;2020-03-23,137.009995,140.570007,132.520004,135.979996,134.612076,78975200
2020-03-24,59.090000,61.922501,58.575001,61.720001,61.245258,287531200;2020-03-24,84.900002,90.099998,82.900002,88.430000,85.264969,34363200;2020-03-24,143.750000,149.600006,141.270004,148.339996,146.847717,82516700
2020-03-25,62.687500,64.562500,61.075001,61.380001,60.907871,303602000;2020-03-25,89.239998,95.150002,84.540001,91.730003,88.446861,38111700;2020-03-25,148.910004,154.330002,144.440002,146.919998,145.442017,75638200
2020-03-26,61.630001,64.669998,61.590000,64.610001,64.113029,252087200;2020-03-26,94.080002,98.570000,93.540001,98.120003,94.608147,29826300;2020-03-26,148.399994,156.660004,148.369995,156.110001,154.539566,64568100
2020-03-27,63.187500,63.967499,61.762501,61.935001,61.458603,204216800;2020-03-27,93.190002,94.839996,90.550003,91.129997,87.868332,30041500;2020-03-27,151.750000,154.889999,149.199997,149.699997,148.194046,57042300
2020-03-30,62.685001,63.880001,62.349998,63.702499,63.212502,167976400;2020-03-30,90.650002,94.089996,89.300003,93.500000,90.153503,21656900;2020-03-30,152.440002,160.600006,150.009995,160.229996,158.618118,63420300
2020-03-31,63.900002,65.622498,63.000000,63.572498,63.083504,197002000;2020-03-31,92.050003,94.169998,89.339996,90.029999,86.807693,23379300;2020-03-31,159.399994,164.779999,156.559998,157.710007,156.123474,77927200
2020-04-01,61.625000,62.180000,59.782501,60.227501,59.764240,176218400;2020-04-01,85.099998,86.559998,83.250000,84.360001,81.340645,28029600;2020-04-01,153.000000,157.750000,150.820007,152.110001,150.579803,57969900
2020-04-02,60.084999,61.287498,59.224998,61.232498,60.761501,165934000;2020-04-02,83.510002,87.910004,82.959999,87.510002,84.377899,24018000;2020-04-02,151.860001,155.479996,150.360001,155.259995,153.698120,49630700
2020-04-03,60.700001,61.424999,59.742500,60.352501,59.888275,129880000;2020-04-03,86.000000,87.480003,82.769997,84.050003,81.883873,21199400;2020-04-03,155.100006,157.380005,152.190002,153.830002,152.282501,41243300
2020-04-06,62.724998,65.777496,62.345001,65.617500,65.112770,201820400;2020-04-06,88.989998,90.989998,87.699997,89.459999,87.154457,26820800;2020-04-06,160.320007,166.500000,157.580002,165.270004,163.607422,67111700
2020-04-07,67.699997,67.925003,64.750000,64.857498,64.358627,202887200;2020-04-07,94.449997,94.500000,90.379997,90.639999,88.304039,22563800;2020-04-07,169.589996,170.000000,163.259995,163.490005,161.845322,62769000
2020-04-08,65.684998,66.842499,65.307503,66.517502,66.005852,168895200;2020-04-08,92.099998,94.860001,90.550003,94.300003,91.869713,22903300;2020-04-08,165.669998,166.669998,163.500000,165.130005,163.468811,48318200
2020-04-09,67.175003,67.517502,66.175003,66.997498,66.482155,162116400;2020-04-09,96.919998,104.389999,96.889999,102.760002,100.111687,42084700;2020-04-09,166.360001,167.369995,163.330002,165.139999,163.478729,51431800
2020-04-13,67.077499,68.425003,66.457497,68.312500,67.787041,131022800;2020-04-13,103.110001,103.110001,97.300003,98.190002,95.659462,26911900;2020-04-13,164.350006,165.570007,162.300003,165.509995,163.844971,41905300
2020-04-14,70.000000,72.062500,69.512497,71.762497,71.210495,194994800;2020-04-14,101.019997,102.000000,93.639999,95.500000,93.038788,46151300;2020-04-14,169.000000,173.750000,168.000000,173.699997,171.952606,52874300
2020-04-15,70.599998,71.582497,70.157501,71.107498,70.560539,131154400;2020-04-15,91.150002,92.029999,90.129997,90.790001,88.450172,30118600;2020-04-15,171.199997,173.570007,169.240005,171.880005,170.150940,40940800
2020-04-16,71.845001,72.050003,70.587502,71.672501,71.121201,157125200;2020-04-16,90.230003,90.570000,87.050003,87.330002,85.079346,32449600;2020-04-16,174.300003,177.279999,172.899994,177.039993,175.259003,50479600
2020-04-17,71.172501,71.737503,69.214996,70.699997,70.156174,215250000;2020-04-17,92.000000,95.699997,90.959999,95.180000,92.727036,30191900;2020-04-17,179.500000,180.000000,175.869995,178.600006,176.803314,52765600
2020-04-20,69.487503,70.419998,69.212502,69.232498,68.699974,130015200;2020-04-20,92.470001,94.709999,90.459999,91.709999,89.346466,23679400;2020-04-20,176.630005,178.750000,174.990005,175.059998,173.298935,36669600
2020-04-21,69.070000,69.312500,66.357498,67.092499,66.576424,180991600;2020-04-21,88.620003,91.379997,88.330002,89.050003,86.755020,23035000;2020-04-21,173.500000,173.669998,166.110001,167.820007,166.131760,56203700
2020-04-22,68.402496,69.474998,68.050003,69.025002,68.494064,117057200;2020-04-22,90.690002,91.870003,89.180000,89.339996,87.037537,16706000;2020-04-22,171.389999,174.000000,170.820007,173.520004,171.774429,34651600
2020-04-23,68.967499,70.437500,68.717499,68.757500,68.228622,124814400;2020-04-23,89.739998,91.279999,89.260002,89.389999,87.086250,16638800;2020-04-23,174.110001,175.059998,170.910004,171.419998,169.695557,32790800
2020-04-24,69.300003,70.752502,69.250000,70.742500,70.198349,126508800;2020-04-24,90.639999,91.099998,88.489998,90.709999,88.372231,15815300;2020-04-24,172.059998,174.559998,170.710007,174.550003,172.794067,34305300
2020-04-27,70.449997,71.135002,69.987503,70.792503,70.247971,117087600;2020-04-27,91.940002,95.629997,91.540001,94.620003,92.181473,22870200;2020-04-27,176.589996,176.899994,173.300003,174.050003,172.299103,33194400
2020-04-28,71.269997,71.457497,69.550003,69.644997,69.109299,112004800;2020-04-28,97.809998,98.360001,95.029999,95.290001,92.834198,20238900;2020-04-28,175.589996,175.669998,169.389999,169.809998,168.101730,34392700
2020-04-29,71.182503,72.417503,70.972504,71.932503,71.379196,137280800;2020-04-29,99.080002,99.449997,97.269997,97.860001,95.337959,20462600;2020-04-29,173.220001,177.679993,171.880005,177.429993,175.645081,51286600
2020-04-30,72.489998,73.632500,72.087502,73.449997,72.885025,183064000;2020-04-30,95.599998,96.839996,94.550003,95.760002,93.292084,19127600;2020-04-30,180.000000,180.399994,176.229996,179.210007,177.407196,53875900
2020-05-01,71.562500,74.750000,71.462502,72.267502,71.711632,240616800;2020-05-01,93.500000,93.739998,91.839996,93.250000,90.846779,18547700;2020-05-01,175.800003,178.639999,174.009995,174.570007,172.813858,39370500
2020-05-04,72.292503,73.422501,71.580002,73.290001,72.726265,133568000;2020-05-04,92.019997,92.669998,90.800003,92.139999,89.765381,15725900;2020-05-04,174.490005,179.000000,173.800003,178.839996,177.040894,30372900
2020-05-05,73.764999,75.250000,73.614998,74.389999,73.817802,147751200;2020-05-05,93.650002,94.209999,91.900002,92.000000,89.628990,18064100;2020-05-05,180.619995,183.649994,179.899994,180.759995,178.941589,36839200
2020-05-06,75.114998,75.809998,74.717499,75.157501,74.579391,142333600;2020-05-06,92.160004,92.760002,89.930000,90.269997,87.943565,20978000;2020-05-06,182.080002,184.199997,181.630005,182.539993,180.703674,32139300
2020-05-07,75.805000,76.292503,75.492500,75.934998,75.350914,115215200;2020-05-07,91.339996,92.910004,90.580002,91.209999,88.859344,16771900;2020-05-07,184.169998,184.550003,182.580002,183.600006,181.753021,28316000
2020-05-08,76.410004,77.587502,76.072502,77.532501,77.144394,134048000;2020-05-08,92.800003,94.080002,92.110001,92.699997,90.310944,20494900;2020-05-08,184.979996,185.000000,183.360001,184.679993,182.822144,30912600
2020-05-11,77.025002,79.262497,76.809998,78.752502,78.358284,145946400;2020-05-11,91.110001,91.110001,89.330002,89.970001,87.651306,31907600;2020-05-11,183.149994,187.509995,182.850006,186.740005,184.861435,30892700
2020-05-12,79.457497,79.922501,77.727501,77.852501,77.462791,162301200;2020-05-12,90.150002,90.790001,86.900002,87.029999,84.787071,27962900;2020-05-12,186.800003,187.039993,182.300003,182.509995,180.673965,32038200
2020-05-13,78.037498,78.987503,75.802498,76.912498,76.527496,200622400;2020-05-13,86.379997,86.860001,83.400002,84.029999,81.864380,35451600;2020-05-13,182.550003,184.050003,176.539993,179.750000,177.941742,44711500
2020-05-14,76.127502,77.447502,75.382500,77.385002,76.997635,158929200;2020-05-14,82.720001,88.110001,82.400002,87.519997,85.264450,35152500;2020-05-14,177.539993,180.690002,175.679993,180.529999,178.713898,41873900
2020-05-15,75.087502,76.974998,75.052498,76.927498,76.542412,166348400;2020-05-15,86.849998,87.279999,85.300003,85.900002,83.686195,26099000;2020-05-15,179.059998,187.059998,177.000000,183.160004,181.317429,46610400
2020-05-18,78.292503,79.125000,77.580002,78.739998,78.345848,135372400;2020-05-18,88.690002,91.150002,87.879997,90.449997,88.118935,30528700;2020-05-18,185.750000,186.199997,183.960007,184.910004,183.049850,35306600
2020-05-19,78.757500,79.629997,78.252502,78.285004,77.893127,101729600;2020-05-19,90.050003,91.199997,88.589996,88.669998,86.384811,19597300;2020-05-19,185.029999,186.600006,183.490005,183.630005,181.782730,26799100
2020-05-20,79.169998,79.879997,79.129997,79.807503,79.408005,111504800;2020-05-20,90.709999,92.389999,90.370003,91.330002,88.976257,20552400;2020-05-20,184.809998,185.850006,183.940002,185.660004,184.304169,31261300
2020-05-21,79.665001,80.222504,78.967499,79.212502,78.815979,102688800;2020-05-21,90.269997,91.760002,89.669998,90.169998,87.846146,14621400;2020-05-21,185.399994,186.669998,183.289993,183.429993,182.090454,29119500
2020-05-22,78.942497,79.807503,78.837502,79.722504,79.323433,81803200;2020-05-22,90.010002,90.360001,88.720001,89.470001,87.164192,13557900;2020-05-22,183.190002,184.460007,182.539993,183.509995,182.169861,20826900
2020-05-26,80.875000,81.059998,79.125000,79.182503,78.786133,125522000;2020-05-26,92.889999,97.500000,92.610001,95.820000,93.350540,41233900;2020-05-26,186.339996,186.500000,181.100006,181.570007,180.244049,36073600
2020-05-27,79.035004,79.677498,78.272499,79.527496,79.129402,112945200;2020-05-27,102.070000,102.580002,98.800003,101.370003,98.757515,39402000;2020-05-27,180.199997,181.990005,176.600006,181.809998,180.482285,39517100
2020-05-28,79.192497,80.860001,78.907501,79.562500,79.164230,133560800;2020-05-28,102.940002,102.949997,99.400002,99.860001,97.286423,24713900;2020-05-28,180.740005,184.149994,180.380005,181.399994,180.075272,33810200
2020-05-29,79.812500,80.287498,79.117500,79.485001,79.087120,153598000;2020-05-29,98.660004,99.180000,96.779999,97.309998,94.802139,26538200;2020-05-29,182.729996,184.270004,180.410004,183.250000,181.911774,42146700
2020-06-01,79.437500,80.587502,79.302498,80.462502,80.059723,80791200;2020-06-01,97.750000,99.510002,97.379997,98.599998,96.058891,15176800;2020-06-01,182.539993,183.000000,181.460007,182.830002,181.494843,22622400
2020-06-02,80.187500,80.860001,79.732498,80.834999,80.430351,87642800;2020-06-02,100.279999,100.419998,97.930000,98.930000,96.380386,21195000;2020-06-02,184.250000,185.000000,181.350006,184.910004,183.559647,30794600
2020-06-03,81.165001,81.550003,80.574997,81.279999,80.873131,104491200;2020-06-03,101.580002,104.919998,101.059998,104.269997,101.582764,25941100;2020-06-03,184.820007,185.940002,183.580002,185.360001,184.006378,27311000
2020-06-04,81.097504,81.404999,80.195000,80.580002,80.176636,87560400;2020-06-04,103.820000,106.610001,102.790001,106.440002,103.696846,26784700;2020-06-04,184.300003,185.839996,182.300003,182.919998,181.584167,28761800
2020-06-05,80.837502,82.937500,80.807503,82.875000,82.460152,137250400;2020-06-05,114.930000,115.769997,109.529999,111.230003,108.363403,42231000;2020-06-05,182.619995,187.729996,182.009995,187.199997,185.832916,39893600
2020-06-08,82.562500,83.400002,81.830002,83.364998,82.947685,95654400;2020-06-08,113.410004,114.190002,111.940002,113.449997,110.526169,24881800;2020-06-08,185.940002,188.550003,184.440002,188.360001,186.984451,33211600
2020-06-09,83.035004,86.402496,83.002502,85.997498,85.567009,147712400;2020-06-09,110.650002,111.629997,109.010002,110.540001,107.691170,17031100;2020-06-09,188.000000,190.699997,187.259995,189.800003,188.413940,29783900
2020-06-10,86.974998,88.692497,86.522499,88.209999,87.768440,166651600;2020-06-10,110.459999,110.510002,105.849998,106.059998,103.326630,24913300;2020-06-10,191.130005,198.520004,191.009995,196.839996,195.402527,43872300
2020-06-11,87.327499,87.764999,83.870003,83.974998,83.554642,201662400;2020-06-11,100.029999,101.580002,96.540001,97.209999,94.704712,36259200;2020-06-11,193.130005,195.759995,186.070007,186.270004,184.909714,52854700
2020-06-12,86.180000,86.949997,83.555000,84.699997,84.276009,200146000;2020-06-12,100.709999,101.129997,97.330002,99.870003,97.296158,24856800;2020-06-12,190.539993,191.720001,185.179993,187.740005,186.368973,43373600
2020-06-15,83.312500,86.419998,83.144997,85.747498,85.318260,138808800;2020-06-15,96.419998,101.430000,95.870003,101.250000,98.640594,22153600;2020-06-15,184.580002,190.820007,184.009995,188.940002,187.560226,32770200
2020-06-16,87.864998,88.300003,86.180000,88.019997,87.579391,165428800;2020-06-16,105.370003,105.680000,99.309998,102.059998,99.429718,22193600;2020-06-16,192.889999,195.580002,191.460007,193.570007,192.156418,42556700
2020-06-17,88.787498,88.849998,87.772499,87.897499,87.457504,114406400;2020-06-17,102.529999,102.540001,99.209999,99.480003,96.916214,15639800;2020-06-17,195.029999,196.320007,193.690002,194.240005,192.821518,25687800
2020-06-18,87.852501,88.362503,87.305000,87.932503,87.492332,96820400;2020-06-18,98.669998,100.519997,98.129997,98.940002,96.390129,16591900;2020-06-18,194.000000,196.490005,194.000000,196.320007,194.886337,23061600
2020-06-19,88.660004,89.139999,86.287498,87.430000,86.992348,264476000;2020-06-19,100.529999,100.599998,96.730003,97.809998,95.289253,40371200;2020-06-19,198.589996,199.289993,194.369995,195.149994,193.724854,44441100
2020-06-22,87.834999,89.864998,87.787498,89.717499,89.268394,135445200;2020-06-22,97.250000,97.949997,96.540001,96.750000,94.256561,16216900;2020-06-22,195.789993,200.759995,195.229996,200.570007,199.105301,32818900
2020-06-23,91.000000,93.095001,90.567497,91.632500,91.173805,212155600;2020-06-23,98.970001,99.970001,97.849998,97.930000,95.406158,15381400;2020-06-23,202.089996,203.949997,201.429993,201.910004,200.435501,30917400
2020-06-24,91.250000,92.197502,89.629997,90.014999,89.564407,192623200;2020-06-24,96.750000,96.839996,94.309998,94.660004,92.220436,22919800;2020-06-24,201.600006,203.250000,196.559998,197.839996,196.395218,36740600
2020-06-25,90.175003,91.250000,89.392502,91.209999,90.753426,137522400;2020-06-25,94.349998,98.209999,94.260002,97.959999,95.435387,25743600;2020-06-25,197.800003,200.610001,195.470001,200.339996,198.876968,27803900
2020-06-26,91.102501,91.330002,88.254997,88.407501,87.964951,205256800;2020-06-26,95.110001,95.370003,92.000000,92.589996,90.203781,41896300;2020-06-26,199.729996,199.889999,194.880005,196.330002,194.896240,54675800
2020-06-29,88.312500,90.542503,87.820000,90.445000,89.992256,130646000;2020-06-29,93.400002,94.489998,92.180000,93.000000,90.603218,18499700;2020-06-29,195.779999,198.529999,193.550003,198.440002,196.990829,26701600
2020-06-30,90.019997,91.495003,90.000000,91.199997,90.743469,140223200;2020-06-30,92.830002,94.660004,92.570000,94.059998,91.635895,19137000;2020-06-30,197.880005,204.399994,197.740005,203.509995,202.023819,34310300
2020-07-01,91.279999,91.839996,90.977501,91.027496,90.571838,110737200;2020-07-01,94.889999,95.709999,93.029999,93.260002,90.856514,18755700;2020-07-01,203.139999,206.350006,201.770004,204.699997,203.205124,32061200
2020-07-02,91.962502,92.617500,90.910004,91.027496,90.571838,114041600;2020-07-02,94.739998,94.959999,91.930000,92.660004,91.151634,27845600;2020-07-02,205.679993,208.020004,205.000000,206.259995,204.753738,29315800
2020-07-06,92.500000,93.945000,92.467499,93.462502,92.994652,118655600;2020-07-06,94.430000,95.199997,93.480003,95.000000,93.453537,18625300;2020-07-06,208.830002,211.130005,208.089996,210.699997,209.161301,31897600
2020-07-07,93.852501,94.654999,93.057503,93.172501,92.706093,112424400;2020-07-07,93.820000,94.099998,92.000000,92.320000,90.817169,25757200;2020-07-07,210.449997,214.669998,207.990005,208.250000,206.729202,33600700
2020-07-08,94.180000,95.375000,94.089996,95.342499,94.865234,117092000;2020-07-08,92.290001,93.339996,91.800003,93.300003,91.781219,18762200;2020-07-08,210.070007,213.259995,208.690002,212.830002,211.275757,33600000
2020-07-09,96.262497,96.317497,94.672501,95.752502,95.273193,125642800;2020-07-09,93.519997,94.120003,90.779999,91.279999,89.794098,25600800;2020-07-09,216.330002,216.380005,211.470001,214.320007,212.754883,33121700
2020-07-10,95.334999,95.980003,94.705002,95.919998,95.439842,90257200;2020-07-10,92.000000,96.839996,91.870003,96.269997,94.702866,28954200;2020-07-10,213.619995,214.080002,211.080002,213.669998,212.109619,26177600
2020-07-13,97.264999,99.955002,95.257500,95.477501,94.999557,191649200;2020-07-13,98.730003,99.269997,96.230003,97.650002,96.060410,32079200;2020-07-13,214.479996,215.800003,206.500000,207.070007,205.557816,38135600
